,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
316,647.0,667.0,2162587.0,2162594.0,62.0,24.0,15.0,5744.0,82.0,109.0,1370.0,1.0,0.0,80.0,0.9445,0.5571,0.35,0.0146,0.8333,0.4667,0.0,1.7924,1.301,0.8451,-0.65,-0.2762,0.2532,1
317,100.0,116.0,1002562.0,1002587.0,211.0,26.0,28.0,23894.0,102.0,134.0,1374.0,0.0,1.0,40.0,0.1456,0.4725,0.64,0.0116,0.6154,0.8929,1.0,2.3243,1.2041,1.3979,0.36,-0.1153,0.6574,1
318,41.0,216.0,1669152.0,1669220.0,6422.0,278.0,138.0,670952.0,43.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.4603,0.3886,0.1289,0.6295,0.4927,0.0,3.8077,2.243,1.8325,-0.6114,-0.1838,1.0,0
319,779.0,803.0,1689276.0,1689652.0,4758.0,307.0,377.0,517021.0,42.0,143.0,1364.0,1.0,0.0,120.0,0.8226,0.4727,0.0638,0.0176,0.0782,0.9973,1.0,3.6774,1.3802,2.5752,0.9362,-0.1511,1.0,1
320,899.0,907.0,3283148.0,3283163.0,68.0,12.0,15.0,7836.0,107.0,127.0,1692.0,0.0,1.0,70.0,0.9279,0.4333,0.5333,0.0047,0.6667,1.0,1.0,1.8325,0.9031,1.1761,0.4667,-0.0997,0.2288,1
321,1122.0,1139.0,2650780.0,2650795.0,144.0,20.0,16.0,14169.0,84.0,116.0,1646.0,1.0,0.0,80.0,0.616,0.4353,0.8824,0.0103,0.85,0.9375,0.0,2.1584,1.2305,1.1761,-0.1177,-0.2313,0.4219,1
322,235.0,251.0,103892.0,103932.0,297.0,48.0,42.0,28658.0,89.0,108.0,1692.0,0.0,1.0,300.0,0.2778,0.5359,0.4,0.0095,0.3333,0.9524,1.0,2.4728,1.2041,1.6021,0.6,-0.2462,0.9048,1
323,1155.0,1166.0,476876.0,476887.0,82.0,13.0,11.0,8745.0,77.0,133.0,1696.0,1.0,0.0,100.0,0.625,0.3223,1.0,0.0065,0.8461,1.0,0.5,1.9138,1.0414,1.0414,0.0,-0.1668,0.23,1
324,545.0,559.0,86815.0,86886.0,500.0,83.0,76.0,49038.0,86.0,110.0,1392.0,0.0,1.0,220.0,0.7831,0.497,0.1972,0.0101,0.1687,0.9342,1.0,2.699,1.1461,1.8513,0.8028,-0.2338,0.9902,1
325,83.0,202.0,7655518.0,7655567.0,3455.0,157.0,86.0,373412.0,67.0,127.0,1360.0,0.0,1.0,40.0,0.1221,0.4075,0.4118,0.0875,0.758,0.5698,0.0,3.5385,2.0756,1.6902,-0.5882,-0.1556,1.0,0
326,883.0,917.0,745600.0,745614.0,254.0,42.0,25.0,31667.0,116.0,135.0,1362.0,0.0,1.0,50.0,0.6535,0.4664,0.4118,0.025,0.8095,0.56,0.0,2.4048,1.5315,1.1461,-0.5882,-0.026,0.761,1
327,1050.0,1071.0,856766.0,856784.0,180.0,33.0,23.0,22591.0,119.0,135.0,1376.0,0.0,1.0,40.0,0.4433,0.5238,0.8571,0.0153,0.6364,0.7826,0.0,2.2553,1.3222,1.2553,-0.1429,-0.0195,0.6236,1
328,39.0,178.0,2627229.0,2627391.0,7998.0,558.0,343.0,889727.0,49.0,140.0,1400.0,0.0,1.0,40.0,0.0557,0.6448,0.858,0.0993,0.2491,0.4723,1.0,3.903,2.143,2.2095,0.142,-0.1309,1.0,0
329,41.0,220.0,1679793.0,1679864.0,6519.0,331.0,159.0,674120.0,41.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4871,0.3966,0.132,0.5408,0.4465,0.0,3.8142,2.2529,1.8513,-0.6033,-0.1921,1.0,0
330,1374.0,1382.0,1036577.0,1036598.0,110.0,9.0,21.0,11570.0,93.0,118.0,1387.0,0.0,1.0,40.0,0.0072,0.3452,0.381,0.0058,0.8889,1.0,1.0,2.0414,0.9031,1.3222,0.6191,-0.1783,0.2901,1
331,382.0,392.0,172773.0,172798.0,137.0,18.0,26.0,23072.0,161.0,175.0,1353.0,0.0,1.0,100.0,0.5647,0.452,0.4,0.0074,0.5556,0.9615,1.0,2.1367,1.0,1.3979,0.6,0.3157,0.4138,1
332,1673.0,1684.0,702237.0,702267.0,194.0,40.0,33.0,12773.0,35.0,86.0,1688.0,1.0,0.0,150.0,0.0047,0.4121,0.3667,0.0065,0.275,0.9091,1.0,2.2878,1.0414,1.4771,0.6333,-0.4856,0.5461,1
333,414.0,438.0,2887460.0,2887476.0,263.0,29.0,17.0,30104.0,87.0,134.0,1358.0,0.0,1.0,40.0,0.6097,0.3151,0.6667,0.0177,0.8276,0.9412,0.0,2.42,1.3802,1.2041,-0.3333,-0.1058,0.633,0
334,816.0,824.0,40184.0,40195.0,75.0,8.0,11.0,14016.0,157.0,206.0,1387.0,0.0,1.0,40.0,0.8118,0.1477,0.7273,0.0058,1.0,1.0,1.0,1.8751,0.9031,1.0414,0.2727,0.46,0.1934,0
335,347.0,364.0,1124976.0,1125024.0,390.0,51.0,50.0,46226.0,110.0,127.0,1372.0,0.0,1.0,40.0,0.5058,0.5221,0.3542,0.0124,0.3333,0.96,1.0,2.5911,1.2305,1.6812,0.6458,-0.074,0.9685,1
336,1082.0,1095.0,825488.0,825519.0,192.0,34.0,32.0,24530.0,120.0,140.0,1374.0,0.0,1.0,40.0,0.4061,0.5236,0.4193,0.0095,0.3823,0.9688,1.0,2.2833,1.1139,1.4914,0.5806,-0.0019,0.6619,1
337,50.0,61.0,259240.0,259248.0,51.0,15.0,13.0,6335.0,117.0,134.0,1358.0,0.0,1.0,200.0,0.0736,0.4205,0.7273,0.0081,0.7333,0.6154,0.0,1.7076,1.0414,0.9031,-0.2727,-0.0296,0.1934,1
338,43.0,193.0,1625918.0,1626076.0,12718.0,596.0,348.0,1459713.0,31.0,140.0,1402.0,0.0,1.0,40.0,0.0613,0.4634,0.9494,0.107,0.2517,0.454,1.0,4.1044,2.1761,2.1987,0.0506,-0.1033,1.0,0
339,1269.0,1296.0,374730.0,374925.0,2463.0,188.0,212.0,296673.0,42.0,143.0,1353.0,0.0,1.0,70.0,0.0843,0.5322,0.1385,0.02,0.1436,0.9198,1.0,3.3915,1.4314,2.29,0.8615,-0.059,1.0,1
340,57.0,64.0,766963.0,766976.0,36.0,9.0,13.0,2765.0,64.0,93.0,1694.0,1.0,0.0,211.0,0.0673,0.6044,0.5385,0.0041,0.7778,1.0,1.0,1.5563,0.8451,1.1139,0.4615,-0.4,0.1965,1
341,39.0,217.0,1359602.0,1359742.0,10276.0,552.0,319.0,1187807.0,25.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5876,0.7865,0.1271,0.3225,0.4389,0.0,4.0118,2.2504,2.1461,-0.2135,-0.097,1.0,0
342,1662.0,1670.0,2729960.0,2729972.0,55.0,11.0,12.0,4727.0,80.0,93.0,1690.0,1.0,0.0,70.0,0.0237,0.4271,0.6667,0.0047,0.7273,1.0,1.0,1.7404,0.9031,1.0792,0.3333,-0.3286,0.2018,1
343,0.0,828.0,468317.0,468520.0,20726.0,1193.0,709.0,2499819.0,25.0,143.0,1402.0,0.0,1.0,40.0,0.0,0.8767,0.2452,0.5906,0.6941,0.2863,0.0,4.3165,2.918,2.3075,-0.7548,-0.0577,1.0,0
344,43.0,230.0,830512.0,830692.0,18896.0,768.0,507.0,2225392.0,22.0,142.0,1404.0,0.0,1.0,40.0,0.0613,0.4386,0.9626,0.1332,0.2435,0.355,0.0,4.2764,2.2718,2.2553,-0.0374,-0.0799,1.0,0
345,845.0,857.0,189673.0,189695.0,103.0,25.0,26.0,13299.0,122.0,142.0,1372.0,0.0,1.0,40.0,0.7507,0.6098,0.5454,0.0088,0.48,0.8461,1.0,2.0128,1.0792,1.3424,0.4545,0.0087,0.4366,1
346,123.0,132.0,189105.0,189141.0,145.0,18.0,39.0,20557.0,132.0,151.0,1353.0,0.0,1.0,100.0,0.1818,0.5525,0.25,0.0066,0.5,0.9231,1.0,2.1614,0.9542,1.5563,0.75,0.1076,0.5362,1
347,0.0,14.0,1030360.0,1030463.0,754.0,55.0,106.0,61497.0,63.0,106.0,1687.0,1.0,0.0,80.0,0.0,0.4771,0.1359,0.0083,0.2546,0.9717,1.0,2.8774,1.1461,2.0128,0.8641,-0.3628,0.9995,1
348,1567.0,1580.0,72307.0,72355.0,326.0,35.0,49.0,31251.0,87.0,109.0,1692.0,0.0,1.0,300.0,0.1324,0.4776,0.2708,0.0077,0.3714,0.9796,1.0,2.5132,1.1139,1.6812,0.7292,-0.2511,0.8952,1
349,263.0,297.0,2555025.0,2555028.0,86.0,34.0,7.0,11010.0,52.0,191.0,1690.0,1.0,0.0,70.0,0.3112,0.1569,0.0882,0.0201,1.0,0.4286,0.0,1.9345,1.5315,0.4771,-0.9118,0.0002,0.2083,1
350,617.0,623.0,2163461.0,2163487.0,104.0,25.0,26.0,11941.0,106.0,127.0,1364.0,0.0,1.0,100.0,0.9047,0.3333,0.2308,0.0044,0.24,1.0,1.0,2.017,0.7782,1.415,0.7692,-0.103,0.2739,1
351,155.0,187.0,673270.0,673281.0,129.0,50.0,25.0,16937.0,123.0,141.0,1354.0,0.0,1.0,50.0,0.2289,0.6335,0.3438,0.0236,0.64,0.44,0.0,2.1106,1.5051,1.0414,-0.6563,0.0257,0.5822,1
352,1068.0,1077.0,188817.0,188826.0,60.0,12.0,11.0,6735.0,99.0,127.0,1687.0,1.0,0.0,70.0,0.7232,0.2593,1.0,0.0053,0.75,0.8182,0.5,1.7781,0.9542,0.9542,0.0,-0.123,0.1862,1
353,71.0,79.0,471955.0,472005.0,230.0,22.0,50.0,23697.0,93.0,118.0,1353.0,0.0,1.0,185.0,0.105,0.425,0.16,0.0059,0.3636,1.0,1.0,2.3617,0.9031,1.699,0.84,-0.1951,0.6574,1
354,39.0,216.0,2201440.0,2201499.0,5933.0,312.0,167.0,614522.0,38.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.4319,0.3333,0.1305,0.5673,0.3533,0.0,3.7733,2.248,1.7708,-0.6667,-0.1908,1.0,0
355,41.0,202.0,920427.0,920489.0,5993.0,214.0,130.0,589956.0,132.0,132.0,1358.0,0.0,1.0,40.0,0.0604,0.3996,0.3851,0.1186,0.7523,0.4769,0.0,3.7776,2.2068,1.7924,-0.6149,-0.2309,1.0,0
356,39.0,188.0,1597511.0,1597679.0,13612.0,579.0,357.0,1577022.0,30.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.4562,0.8869,0.1064,0.2573,0.4706,1.0,4.1339,2.1732,2.2253,0.1131,-0.0949,1.0,0
357,39.0,175.0,2605918.0,2606006.0,6381.0,280.0,166.0,678752.0,41.0,135.0,1400.0,0.0,1.0,40.0,0.0557,0.4668,0.6471,0.0971,0.4857,0.5301,0.0,3.8049,2.1335,1.9445,-0.3529,-0.169,1.0,0
358,810.0,824.0,11569824.0,11569844.0,190.0,18.0,20.0,22158.0,102.0,132.0,1360.0,0.0,1.0,40.0,0.7882,0.3214,0.7,0.0103,0.7778,1.0,1.0,2.2787,1.1461,1.301,0.3,-0.0889,0.463,1
359,134.0,156.0,178723.0,178731.0,101.0,31.0,21.0,12531.0,118.0,135.0,1362.0,0.0,1.0,40.0,0.1968,0.4261,0.3636,0.0161,0.7097,0.381,0.0,2.0043,1.3424,0.9031,-0.6364,-0.0307,0.3012,0
360,296.0,310.0,1731318.0,1731347.0,224.0,34.0,30.0,26255.0,108.0,127.0,1690.0,0.0,1.0,70.0,0.3503,0.4483,0.4828,0.0083,0.4118,0.9667,1.0,2.3503,1.1461,1.4624,0.5172,-0.0843,0.6663,1
361,41.0,206.0,4649858.0,4649920.0,5814.0,262.0,137.0,617639.0,44.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4317,0.3758,0.1215,0.6298,0.4525,0.0,3.7645,2.2175,1.7924,-0.6242,-0.17,1.0,0
362,137.0,170.0,422497.0,422528.0,419.0,97.0,47.0,52715.0,117.0,140.0,1360.0,0.0,1.0,40.0,0.2015,0.5904,0.9394,0.0243,0.3402,0.6596,0.0,2.6222,1.5185,1.4914,-0.0606,-0.0171,0.9919,1
363,55.0,174.0,327823.0,327870.0,3437.0,163.0,82.0,354240.0,45.0,126.0,1360.0,0.0,1.0,40.0,0.0809,0.3855,0.395,0.0875,0.7301,0.5732,0.0,3.5362,2.0756,1.6721,-0.605,-0.1948,1.0,0
364,1.0,8.0,111151.0,111213.0,318.0,12.0,62.0,21582.0,19.0,99.0,1687.0,1.0,0.0,80.0,0.0012,0.2673,0.1129,0.0041,0.5833,1.0,1.0,2.5024,0.8451,1.7924,0.8871,-0.4698,0.7065,1
365,1323.0,1328.0,1484300.0,1484326.0,86.0,13.0,26.0,10024.0,108.0,126.0,1352.0,0.0,1.0,40.0,0.0355,0.3385,0.1923,0.0037,0.3846,1.0,1.0,1.9345,0.699,1.415,0.8077,-0.0894,0.2408,1
366,39.0,212.0,1715280.0,1715348.0,6596.0,316.0,170.0,685447.0,44.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4393,0.3931,0.1274,0.5475,0.4,0.0,3.8193,2.238,1.8325,-0.6069,-0.1881,1.0,0
367,0.0,17.0,889681.0,889721.0,247.0,46.0,61.0,31824.0,121.0,141.0,1353.0,0.0,1.0,70.0,0.0,0.6368,0.425,0.0126,0.3696,0.6557,1.0,2.3927,1.2305,1.6021,0.575,0.0066,0.9254,1
368,642.0,744.0,942520.0,942532.0,536.0,118.0,52.0,61209.0,106.0,127.0,1670.0,0.0,1.0,40.0,0.7689,0.5621,0.1177,0.0611,0.8644,0.2308,0.0,2.7292,2.0086,1.0792,-0.8824,-0.1078,0.9979,1
369,357.0,378.0,1090984.0,1091013.0,229.0,53.0,37.0,27597.0,111.0,134.0,1372.0,0.0,1.0,40.0,0.5204,0.624,0.7241,0.0153,0.3962,0.7838,1.0,2.3598,1.3222,1.4624,0.2759,-0.0585,0.8854,1
370,98.0,192.0,2013457.0,2013541.0,2795.0,312.0,171.0,349157.0,115.0,140.0,1358.0,0.0,1.0,40.0,0.1443,0.646,0.8936,0.0692,0.3013,0.4912,0.0,3.4464,1.9731,1.9243,-0.1064,-0.024,1.0,0
371,41.0,214.0,1740121.0,1740188.0,6855.0,238.0,142.0,701946.0,38.0,124.0,1358.0,0.0,1.0,40.0,0.0604,0.4086,0.3873,0.1274,0.7269,0.4718,0.0,3.836,2.238,1.8261,-0.6127,-0.2,1.0,0
372,345.0,362.0,283416.0,283428.0,60.0,23.0,18.0,7914.0,124.0,143.0,1364.0,0.0,1.0,40.0,0.5059,0.7059,0.7059,0.0125,0.7391,0.6667,0.0,1.7781,1.2305,1.0792,-0.2941,0.0305,0.3419,1
373,19.0,57.0,103914.0,103916.0,54.0,38.0,2.0,7498.0,101.0,180.0,1362.0,1.0,0.0,70.0,0.0279,0.2895,0.0526,0.0279,1.0,1.0,0.0,1.7324,1.5798,0.301,-0.9474,0.0848,0.1812,1
374,615.0,623.0,2197352.0,2197376.0,111.0,21.0,24.0,12919.0,106.0,127.0,1366.0,0.0,1.0,100.0,0.9004,0.4219,0.3333,0.0059,0.381,1.0,1.0,2.0453,0.9031,1.3802,0.6667,-0.0907,0.3241,1
375,741.0,756.0,614880.0,614919.0,392.0,19.0,39.0,40498.0,77.0,127.0,1360.0,1.0,0.0,150.0,0.8882,0.3299,0.3846,0.011,0.7895,1.0,1.0,2.5933,1.1761,1.5911,0.6154,-0.1929,0.8682,1
376,41.0,216.0,2943077.0,2943144.0,6882.0,274.0,131.0,723207.0,48.0,124.0,1358.0,0.0,1.0,40.0,0.0604,0.413,0.3829,0.1289,0.6387,0.5114,0.0,3.8377,2.243,1.8261,-0.6171,-0.179,1.0,0
377,545.0,583.0,425925.0,425936.0,162.0,46.0,27.0,17260.0,99.0,126.0,1360.0,0.0,1.0,40.0,0.8015,0.6124,0.2895,0.0279,0.8261,0.4074,0.0,2.2095,1.5798,1.0414,-0.7105,-0.1676,0.6839,1
378,33.0,96.0,60056.0,60340.0,3042.0,198.0,284.0,262543.0,70.0,103.0,1360.0,0.0,1.0,200.0,0.0485,0.83,0.2218,0.0463,0.3182,1.0,1.0,3.4832,1.7993,2.4533,0.7782,-0.3257,1.0,1
379,50.0,72.0,2339660.0,2339663.0,51.0,22.0,5.0,6299.0,99.0,148.0,1690.0,1.0,0.0,70.0,0.0592,0.2273,0.1364,0.013,1.0,0.6,0.0,1.7076,1.3424,0.4771,-0.8636,-0.0351,0.1715,1
380,974.0,985.0,3149617.0,3149629.0,101.0,15.0,12.0,10160.0,66.0,133.0,1692.0,1.0,0.0,70.0,0.8357,0.2349,0.9167,0.0065,0.7333,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.2141,0.2432,1
381,0.0,230.0,308503.0,308712.0,25323.0,1022.0,593.0,3037459.0,24.0,148.0,1400.0,0.0,1.0,40.0,0.0,0.4732,0.9087,0.1643,0.2251,0.3525,0.0,4.4035,2.3617,2.3201,-0.0913,-0.0629,1.0,0
382,1641.0,1666.0,1606625.0,1606671.0,652.0,49.0,48.0,56018.0,73.0,108.0,1688.0,1.0,0.0,70.0,0.0261,0.433,0.5435,0.0148,0.5102,0.9583,1.0,2.8142,1.3979,1.6628,0.4565,-0.3288,0.9965,1
383,1430.0,1466.0,5851552.0,5851560.0,134.0,47.0,13.0,17217.0,114.0,143.0,1650.0,1.0,0.0,69.0,0.223,0.5347,0.2222,0.0218,0.766,0.6154,0.0,2.1271,1.5563,0.9031,-0.7778,0.0038,0.4763,1
384,1557.0,1584.0,2375780.0,2375805.0,339.0,79.0,40.0,39556.0,104.0,132.0,1710.0,1.0,0.0,100.0,0.1474,0.4978,0.9259,0.0158,0.3418,0.625,0.0,2.5302,1.4314,1.3979,-0.0741,-0.0884,0.9231,1
385,37.0,213.0,1566243.0,1566309.0,6210.0,293.0,153.0,645839.0,38.0,124.0,1356.0,0.0,1.0,40.0,0.0546,0.4654,0.375,0.1298,0.6007,0.4314,0.0,3.7931,2.2455,1.8195,-0.625,-0.1875,1.0,0
386,39.0,200.0,718174.0,718237.0,6181.0,209.0,117.0,638448.0,44.0,127.0,1356.0,0.0,1.0,40.0,0.0575,0.3906,0.3913,0.1187,0.7703,0.5385,0.0,3.7911,2.2068,1.7993,-0.6087,-0.193,1.0,0
387,41.0,216.0,1555596.0,1555663.0,6562.0,255.0,125.0,677554.0,36.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.4403,0.3829,0.1289,0.6863,0.536,0.0,3.817,2.243,1.8261,-0.6171,-0.1933,1.0,0
388,474.0,486.0,1352048.0,1352060.0,73.0,14.0,12.0,7241.0,86.0,118.0,1652.0,1.0,0.0,70.0,0.5738,0.4931,1.0,0.0073,0.8571,1.0,0.5,1.8633,1.0792,1.0792,0.0,-0.2251,0.2583,1
389,104.0,116.0,2312016.0,2312026.0,67.0,15.0,16.0,7882.0,107.0,127.0,1354.0,1.0,0.0,70.0,0.1536,0.4417,0.8333,0.0089,0.8,0.625,0.0,1.8261,1.0792,1.0,-0.1667,-0.0809,0.2288,1
390,39.0,210.0,1463330.0,1463399.0,6399.0,229.0,124.0,659350.0,39.0,119.0,1356.0,0.0,1.0,40.0,0.0575,0.4577,0.4035,0.1261,0.7467,0.5565,0.0,3.8061,2.233,1.8389,-0.5965,-0.195,1.0,0
391,489.0,504.0,55547.0,55568.0,247.0,17.0,21.0,23671.0,43.0,129.0,1373.0,0.0,1.0,40.0,0.7123,0.2159,0.7143,0.0109,0.8824,1.0,1.0,2.3927,1.1761,1.3222,0.2857,-0.2513,0.5212,0
392,621.0,632.0,2046094.0,2046183.0,495.0,67.0,90.0,56735.0,99.0,143.0,1364.0,0.0,1.0,100.0,0.9106,0.4944,0.1236,0.0081,0.1642,0.9889,1.0,2.6946,1.0414,1.9494,0.8764,-0.1046,0.9891,1
393,525.0,565.0,2235737.0,2235743.0,130.0,44.0,17.0,15364.0,109.0,127.0,1362.0,0.0,1.0,40.0,0.7709,0.4583,0.15,0.0294,0.9091,0.3529,0.0,2.1139,1.6021,0.7782,-0.85,-0.0767,0.3977,1
394,1118.0,1130.0,2673603.0,2673616.0,118.0,16.0,13.0,14120.0,103.0,253.0,1358.0,0.0,1.0,40.0,0.3358,0.2436,0.9231,0.0088,0.75,1.0,1.0,2.0719,1.0792,1.1139,0.0769,-0.0652,0.2739,1
395,39.0,220.0,1835934.0,1836000.0,6644.0,252.0,113.0,689961.0,40.0,126.0,1358.0,0.0,1.0,40.0,0.0574,0.4438,0.3646,0.1333,0.7182,0.5841,0.0,3.8224,2.2577,1.8195,-0.6354,-0.1887,1.0,0
396,37.0,218.0,1285016.0,1285196.0,15704.0,976.0,557.0,1814409.0,25.0,142.0,1396.0,0.0,1.0,40.0,0.053,0.518,0.9945,0.1297,0.1855,0.3232,0.0,4.196,2.2577,2.2553,-0.0055,-0.0974,1.0,0
397,37.0,181.0,210633.0,210681.0,4487.0,219.0,106.0,470618.0,40.0,127.0,1360.0,0.0,1.0,40.0,0.0544,0.3508,0.3333,0.1059,0.6575,0.4528,0.0,3.652,2.1584,1.6812,-0.6667,-0.1806,1.0,0
398,114.0,134.0,115356.0,115418.0,532.0,75.0,73.0,54451.0,94.0,111.0,1392.0,0.0,1.0,220.0,0.1638,0.571,0.3226,0.0144,0.2667,0.8493,1.0,2.7259,1.301,1.7924,0.6774,-0.2004,0.9981,1
399,796.0,822.0,2182560.0,2182564.0,68.0,26.0,11.0,6013.0,79.0,101.0,1370.0,1.0,0.0,80.0,0.8,0.3462,0.1539,0.019,1.0,0.3636,0.0,1.8325,1.415,0.6021,-0.8461,-0.3092,0.2105,1
400,103.0,112.0,208092.0,208112.0,108.0,20.0,22.0,16455.0,145.0,159.0,1353.0,0.0,1.0,100.0,0.1523,0.4,0.45,0.0066,0.45,0.9091,1.0,2.0334,0.9542,1.301,0.55,0.1903,0.3068,1
401,791.0,833.0,4104160.0,4104163.0,59.0,42.0,8.0,7281.0,97.0,150.0,1690.0,1.0,0.0,70.0,0.9361,0.5318,0.0714,0.0248,1.0,0.375,0.0,1.7708,1.6233,0.4771,-0.9286,-0.0359,0.2359,1
402,251.0,275.0,256288.0,256329.0,430.0,73.0,59.0,49094.0,93.0,127.0,1692.0,0.0,1.0,300.0,0.2967,0.563,0.5854,0.0142,0.3288,0.6949,1.0,2.6335,1.3802,1.6128,0.4146,-0.108,0.9895,1
403,159.0,172.0,7003.0,7020.0,126.0,21.0,29.0,23023.0,173.0,196.0,1353.0,0.0,1.0,100.0,0.235,0.4299,0.7647,0.0096,0.6191,0.5862,1.0,2.1004,1.1139,1.2305,0.2353,0.4275,0.3678,1
404,691.0,710.0,664879.0,664883.0,55.0,19.0,6.0,7211.0,114.0,150.0,1694.0,1.0,0.0,143.0,0.8158,0.2763,0.2105,0.0112,1.0,0.6667,0.0,1.7404,1.2787,0.6021,-0.7895,0.0243,0.1812,1
405,61.0,213.0,7783272.0,7783320.0,3824.0,157.0,95.0,417036.0,73.0,127.0,1362.0,0.0,1.0,40.0,0.0896,0.4759,0.3158,0.1116,0.9682,0.5053,0.0,3.5825,2.1818,1.6812,-0.6842,-0.148,1.0,0
406,1175.0,1274.0,114719.0,114762.0,1666.0,186.0,121.0,182339.0,96.0,127.0,1356.0,0.0,1.0,40.0,0.1209,0.6086,0.4343,0.073,0.5323,0.3554,0.0,3.2217,1.9956,1.6335,-0.5657,-0.1449,1.0,1
407,126.0,165.0,75758.0,75777.0,384.0,70.0,42.0,47481.0,115.0,135.0,1358.0,0.0,1.0,40.0,0.1856,0.4818,0.4872,0.0287,0.5571,0.4524,0.0,2.5843,1.5911,1.2787,-0.5128,-0.034,0.9491,0
408,259.0,272.0,125025.0,125040.0,150.0,13.0,15.0,28697.0,172.0,212.0,1387.0,0.0,1.0,40.0,0.3735,0.2308,0.8667,0.0094,1.0,1.0,1.0,2.1761,1.1139,1.1761,0.1333,0.4946,0.3285,0
409,1315.0,1321.0,2396372.0,2396392.0,58.0,15.0,20.0,7385.0,116.0,141.0,1352.0,0.0,1.0,40.0,0.0459,0.5167,0.3,0.0044,0.4,1.0,1.0,1.7634,0.7782,1.301,0.7,-0.0052,0.2288,1
410,277.0,292.0,1151809.0,1151838.0,217.0,32.0,32.0,25231.0,107.0,126.0,1376.0,0.0,1.0,40.0,0.4026,0.5012,0.5172,0.0109,0.4688,0.9063,1.0,2.3365,1.1761,1.4624,0.4828,-0.0916,0.7079,1
411,1381.0,1447.0,3515903.0,3516104.0,6965.0,271.0,317.0,650853.0,68.0,124.0,1686.0,1.0,0.0,70.0,0.2835,0.475,0.3284,0.0391,0.2435,0.6341,1.0,3.8429,1.8195,2.3032,0.6716,-0.27,1.0,1
412,747.0,758.0,949136.0,949144.0,71.0,14.0,8.0,7768.0,96.0,126.0,1698.0,0.0,1.0,60.0,0.8799,0.1932,0.7273,0.0065,0.7857,1.0,0.0,1.8513,1.0414,0.9031,-0.2727,-0.1452,0.1934,1
413,41.0,215.0,1150090.0,1150255.0,16968.0,670.0,399.0,1976551.0,26.0,143.0,1400.0,0.0,1.0,40.0,0.0586,0.409,0.9483,0.1243,0.2597,0.4135,0.0,4.2296,2.2406,2.2175,-0.0517,-0.09,1.0,0
414,87.0,211.0,7797464.0,7797516.0,3900.0,203.0,90.0,425840.0,71.0,127.0,1360.0,0.0,1.0,40.0,0.1279,0.3952,0.4193,0.0912,0.6108,0.5778,0.0,3.5911,2.0934,1.716,-0.5806,-0.147,1.0,0
415,1094.0,1108.0,75122.0,75139.0,197.0,14.0,17.0,22098.0,89.0,132.0,1353.0,0.0,1.0,185.0,0.3622,0.1723,0.8235,0.0104,1.0,1.0,1.0,2.2945,1.1461,1.2305,0.1765,-0.1236,0.3945,1
416,401.0,415.0,762911.0,762937.0,198.0,42.0,34.0,24783.0,118.0,134.0,1372.0,0.0,1.0,40.0,0.5846,0.456,0.5385,0.0102,0.3333,0.7647,1.0,2.2967,1.1461,1.415,0.4615,-0.0221,0.6015,1
417,836.0,878.0,2150529.0,2150756.0,5390.0,297.0,258.0,635678.0,9.0,143.0,1362.0,0.0,1.0,40.0,0.7107,0.4347,0.185,0.0308,0.1414,0.8798,1.0,3.7316,1.6233,2.356,0.815,-0.0786,1.0,0
418,41.0,192.0,1647218.0,1647385.0,13699.0,587.0,352.0,1585785.0,37.0,141.0,1402.0,0.0,1.0,40.0,0.0585,0.4568,0.9042,0.1077,0.2572,0.4744,1.0,4.1367,2.179,2.2227,0.0958,-0.0956,1.0,0
419,825.0,834.0,640704.0,640724.0,126.0,16.0,20.0,14429.0,103.0,132.0,1364.0,0.0,1.0,100.0,0.7771,0.3,0.45,0.0066,0.5625,1.0,1.0,2.1004,0.9542,1.301,0.55,-0.1053,0.3068,1
420,950.0,977.0,2304542.0,2304550.0,119.0,30.0,12.0,14029.0,110.0,127.0,1356.0,0.0,1.0,40.0,0.559,0.4491,0.2963,0.0199,0.9,0.6667,0.0,2.0756,1.4314,0.9031,-0.7037,-0.079,0.3601,1
421,1237.0,1246.0,9737743.0,9737771.0,171.0,28.0,28.0,17727.0,95.0,117.0,1362.0,0.0,1.0,40.0,0.1703,0.3214,0.3214,0.0066,0.3214,1.0,1.0,2.233,0.9542,1.4472,0.6786,-0.1901,0.417,1
